,MA_TINH,MA_BV,KHAM_BENH,NGAY_DULIEU
10653,74,74088,6.0,2019-06-11
10748,74,74088,5.0,2019-06-12
10844,74,74088,4.0,2019-06-13
10937,74,74088,11.0,2019-06-14
11057,74,74088,13.0,2019-06-17
11151,74,74088,8.0,2019-06-18
11246,74,74088,7.0,2019-06-19
11342,74,74088,7.0,2019-06-20
11434,74,74088,6.0,2019-06-21
11559,74,74088,22.0,2019-06-24
11652,74,74088,24.0,2019-06-25
11750,74,74088,9.0,2019-06-26
11844,74,74088,20.0,2019-06-27
11936,74,74088,2.0,2019-06-28
12059,74,74088,4.0,2019-07-01
12153,74,74088,9.0,2019-07-02
12249,74,74088,7.0,2019-07-03
12343,74,74088,10.0,2019-07-04
12440,74,74088,13.0,2019-07-05
12565,74,74088,26.0,2019-07-08
12663,74,74088,13.0,2019-07-09
12758,74,74088,9.0,2019-07-10
12850,74,74088,6.0,2019-07-11
12945,74,74088,13.0,2019-07-12
13074,74,74088,22.0,2019-07-15
13170,74,74088,18.0,2019-07-16
13263,74,74088,13.0,2019-07-17
13355,74,74088,10.0,2019-07-18
13446,74,74088,9.0,2019-07-19
13571,74,74088,12.0,2019-07-22
13666,74,74088,7.0,2019-07-23
13761,74,74088,9.0,2019-07-24
13855,74,74088,12.0,2019-07-25
13949,74,74088,12.0,2019-07-26
14075,74,74088,11.0,2019-07-29
14172,74,74088,4.0,2019-07-30
14267,74,74088,1.0,2019-07-31
14357,74,74088,8.0,2019-08-01
14450,74,74088,7.0,2019-08-02
14573,74,74088,11.0,2019-08-05
14668,74,74088,21.0,2019-08-06
14762,74,74088,9.0,2019-08-07
14855,74,74088,8.0,2019-08-08
14949,74,74088,9.0,2019-08-09
15073,74,74088,9.0,2019-08-12
15609,74,74088,11.0,2019-08-30
15741,74,74088,19.0,2019-09-03
15831,74,74088,10.0,2019-09-04
15921,74,74088,9.0,2019-09-05
16014,74,74088,17.0,2019-09-06
16136,74,74088,23.0,2019-09-09
16228,74,74088,14.0,2019-09-10
16319,74,74088,13.0,2019-09-11
16408,74,74088,3.0,2019-09-12
16500,74,74088,4.0,2019-09-13
16619,74,74088,7.0,2019-09-16
16708,74,74088,3.0,2019-09-17
16800,74,74088,9.0,2019-09-18
16892,74,74088,17.0,2019-09-19
16983,74,74088,8.0,2019-09-20
17103,74,74088,11.0,2019-09-23
17198,74,74088,13.0,2019-09-24
17290,74,74088,7.0,2019-09-25
17377,74,74088,17.0,2019-09-26
17467,74,74088,24.0,2019-09-27
17587,74,74088,3.0,2019-09-30
17677,74,74088,6.0,2019-10-01
17764,74,74088,8.0,2019-10-02
17853,74,74088,11.0,2019-10-03
18060,74,74088,40.0,2019-10-07
18151,74,74088,10.0,2019-10-08
18243,74,74088,5.0,2019-10-09
18335,74,74088,4.0,2019-10-10
18427,74,74088,24.0,2019-10-11
18546,74,74088,16.0,2019-10-14
18640,74,74088,15.0,2019-10-15
18733,74,74088,6.0,2019-10-16
18821,74,74088,9.0,2019-10-17
18913,74,74088,5.0,2019-10-18
19035,74,74088,11.0,2019-10-21
19125,74,74088,6.0,2019-10-22
19214,74,74088,6.0,2019-10-23
19304,74,74088,17.0,2019-10-24
19395,74,74088,10.0,2019-10-25
19507,74,74088,15.0,2019-10-28
19596,74,74088,14.0,2019-10-29
19686,74,74088,2.0,2019-10-30
19773,74,74088,5.0,2019-10-31
19865,74,74088,3.0,2019-11-01
19984,74,74088,1.0,2019-11-04
20075,74,74088,5.0,2019-11-05
20166,74,74088,30.0,2019-11-06
20257,74,74088,5.0,2019-11-07
20349,74,74088,11.0,2019-11-08
20467,74,74088,3.0,2019-11-11
20561,74,74088,12.0,2019-11-12
20652,74,74088,11.0,2019-11-13
20746,74,74088,10.0,2019-11-14
20838,74,74088,9.0,2019-11-15
20954,74,74088,10.0,2019-11-18
21045,74,74088,3.0,2019-11-19
21139,74,74088,11.0,2019-11-20
21231,74,74088,4.0,2019-11-21
21322,74,74088,16.0,2019-11-22
21441,74,74088,14.0,2019-11-25
21535,74,74088,12.0,2019-11-26
21624,74,74088,5.0,2019-11-27
21715,74,74088,2.0,2019-11-28
21807,74,74088,7.0,2019-11-29
21925,74,74088,3.0,2019-12-02
22012,74,74088,9.0,2019-12-03
22103,74,74088,5.0,2019-12-04
22192,74,74088,6.0,2019-12-05
22280,74,74088,17.0,2019-12-06
22402,74,74088,5.0,2019-12-09
22489,74,74088,13.0,2019-12-10
22578,74,74088,4.0,2019-12-11
22671,74,74088,17.0,2019-12-12
22762,74,74088,18.0,2019-12-13
22876,74,74088,19.0,2019-12-16
22967,74,74088,8.0,2019-12-17
23054,74,74088,17.0,2019-12-18
23140,74,74088,8.0,2019-12-19
23226,74,74088,11.0,2019-12-20
23334,74,74088,4.0,2019-12-23
23420,74,74088,11.0,2019-12-24
23505,74,74088,5.0,2019-12-25
23587,74,74088,9.0,2019-12-26
23670,74,74088,18.0,2019-12-27
23776,74,74088,14.0,2019-12-30
23850,74,74088,5.0,2019-12-31
