,MA_TINH,MA_BV,KHAM_BENH,NGAY_DULIEU
41035,74,74020,2.0,2020-09-08
41134,74,74020,3.0,2020-09-09
41331,74,74020,5.0,2020-09-11
41470,74,74020,1.0,2020-09-14
41568,74,74020,2.0,2020-09-15
41663,74,74020,2.0,2020-09-16
41854,74,74020,2.0,2020-09-18
41991,74,74020,5.0,2020-09-21
42089,74,74020,1.0,2020-09-22
42185,74,74020,4.0,2020-09-23
42279,74,74020,2.0,2020-09-24
42377,74,74020,2.0,2020-09-25
42508,74,74020,2.0,2020-09-28
42606,74,74020,3.0,2020-09-29
42703,74,74020,1.0,2020-09-30
42798,74,74020,1.0,2020-10-01
42894,74,74020,1.0,2020-10-02
43028,74,74020,3.0,2020-10-05
43124,74,74020,5.0,2020-10-06
43409,74,74020,2.0,2020-10-09
43541,74,74020,5.0,2020-10-12
43637,74,74020,3.0,2020-10-13
43830,74,74020,1.0,2020-10-15
43923,74,74020,3.0,2020-10-16
44051,74,74020,5.0,2020-10-19
44147,74,74020,2.0,2020-10-20
44337,74,74020,1.0,2020-10-22
44434,74,74020,4.0,2020-10-23
44566,74,74020,6.0,2020-10-26
44760,74,74020,2.0,2020-10-28
45077,74,74020,3.0,2020-11-02
45176,74,74020,1.0,2020-11-03
45270,74,74020,1.0,2020-11-04
45366,74,74020,1.0,2020-11-05
45462,74,74020,13.0,2020-11-06
45596,74,74020,1.0,2020-11-09
45695,74,74020,4.0,2020-11-10
45791,74,74020,1.0,2020-11-11
45887,74,74020,6.0,2020-11-12
45983,74,74020,5.0,2020-11-13
46118,74,74020,2.0,2020-11-16
46213,74,74020,1.0,2020-11-17
46307,74,74020,1.0,2020-11-18
46631,74,74020,6.0,2020-11-23
46826,74,74020,7.0,2020-11-25
46923,74,74020,2.0,2020-11-26
47020,74,74020,2.0,2020-11-27
47158,74,74020,10.0,2020-11-30
47254,74,74020,3.0,2020-12-01
47351,74,74020,8.0,2020-12-02
47447,74,74020,6.0,2020-12-03
47541,74,74020,18.0,2020-12-04
47678,74,74020,2.0,2020-12-07
47777,74,74020,3.0,2020-12-08
47964,74,74020,6.0,2020-12-10
48062,74,74020,1.0,2020-12-11
48186,74,74020,3.0,2020-12-14
48375,74,74020,6.0,2020-12-16
48465,74,74020,9.0,2020-12-17
48557,74,74020,4.0,2020-12-18
48688,74,74020,2.0,2020-12-21
48782,74,74020,5.0,2020-12-22
48874,74,74020,1.0,2020-12-23
48967,74,74020,6.0,2020-12-24
49273,74,74020,15.0,2020-12-29
49364,74,74020,6.0,2020-12-30
49453,74,74020,10.0,2020-12-31
